Date,Open,High,Low,Close,Adj Close,Volume,Stock,Country
2013-12-31,77.2713394165039,77.60951232910156,76.98290252685547,77.38075256347656,46.96990966796875,888937.0,CBA.AX,AUS
2014-12-31,85.13871765136719,85.33763885498047,84.9895248413086,85.18844604492188,54.44319534301758,714081.0,CBA.AX,AUS
2015-12-31,85.48999786376953,85.8499984741211,85.0999984741211,85.52999877929688,57.412757873535156,1800609.0,CBA.AX,AUS
2016-12-31,83.08000183105469,83.17500305175781,82.37999725341797,82.41000366210938,58.54302978515625,1468794.0,CBA.AX,AUS
2017-12-31,80.5999984741211,80.67500305175781,80.04000091552734,80.33999633789062,60.127471923828125,1459457.0,CBA.AX,AUS
2018-12-31,71.94999694824219,72.72000122070312,71.94000244140625,72.38999938964844,57.38330841064453,2208331.0,CBA.AX,AUS
2019-12-31,80.52999877929688,80.55000305175781,79.80000305175781,79.9000015258789,67.06190490722656,1766363.0,CBA.AX,AUS
2020-12-31,83.4000015258789,83.83000183105469,82.11000061035156,82.11000061035156,71.4722900390625,1120867.0,CBA.AX,AUS
2018-12-31,96.60099792480469,96.89900207519531,96.50199890136719,96.5999984741211,81.37488555908203,3498.0,WBCPH.AX,AUS
2019-12-31,101.94999694824219,101.98999786376953,101.69999694824219,101.98999786376953,88.782470703125,1985.0,WBCPH.AX,AUS
2020-12-31,101.18000030517578,101.18000030517578,101.18000030517578,101.18000030517578,90.38333892822266,164.0,WBCPH.AX,AUS
2017-12-31,102.30000305175781,102.4000015258789,102.01100158691406,102.01100158691406,80.9557113647461,1890.0,BENPG.AX,AUS
2018-12-31,100.05999755859375,100.05999755859375,100.05999755859375,100.05999755859375,82.60841369628906,2.0,BENPG.AX,AUS
2019-12-31,103.0,103.3499984741211,103.0,103.3499984741211,88.47843933105469,49.0,BENPG.AX,AUS
2020-12-31,101.9800033569336,101.9800033569336,101.9800033569336,101.9800033569336,89.91049194335938,56.0,BENPG.AX,AUS
2010-12-31,38.090511322021484,38.090511322021484,37.649532318115234,37.649532318115234,16.823951721191406,3801636.0,BHP.AX,AUS
2011-12-31,28.888216018676758,28.89653778076172,28.497159957885742,28.63860511779785,13.159361839294434,4294231.0,BHP.AX,AUS
2012-12-31,30.935020446777344,31.03486442565918,30.81021499633789,30.868457794189453,14.733131408691406,3188034.0,BHP.AX,AUS
2013-12-31,31.59232521057129,31.717130661010742,31.471681594848633,31.608966827392578,15.705034255981445,2733589.0,BHP.AX,AUS
2014-12-31,24.453475952148438,24.5616397857666,24.237146377563477,24.43683433532715,12.665813446044922,3095491.0,BHP.AX,AUS
2015-12-31,15.9472017288208,15.9472017288208,15.804737091064453,15.902681350708008,8.854706764221191,4598588.0,BHP.AX,AUS
2016-12-31,22.393753051757812,22.509506225585938,22.313617706298828,22.313617706298828,12.723105430603027,5526446.0,BHP.AX,AUS
2017-12-31,26.400588989257812,26.498533248901367,26.27593231201172,26.329355239868164,15.713818550109863,4973256.0,BHP.AX,AUS
2018-12-31,30.256053924560547,30.772491455078125,30.256053924560547,30.478656768798828,19.269193649291992,5997855.0,BHP.AX,AUS
2019-12-31,34.68138122558594,34.86836624145508,34.56117630004883,34.654666900634766,24.377296447753906,4341060.0,BHP.AX,AUS
